# dc:title,內建詞庫,
# dc:rights,Copyright (c) 2025 libchewing Core Team,
# dc:license,LGPL-2.1-or-later,
# dc:identifier,2025.11.17,
䒟,1,ㄉㄢ
䒠,1,ㄈㄥ
䒢,1,ㄤˊ
䒰,1,ㄎㄨㄤ
䒱,1,ㄓㄥ
䒷,1,ㄍㄨㄚ
䒽,1,ㄨㄤˇ
䓃,1,ㄧˋ
䓅,1,ㄑㄧㄣˊ
䓎,1,ㄔㄨㄛˋ
䓝,1,ㄇㄥˋ
䓞,1,ㄌㄧˋ
䓟,1,ㄓㄡ
䓤,1,ㄏㄨ
䓴,1,ㄖㄨㄢˇ
䔃,1,ㄗㄨˇ
䔄,1,ㄧㄠˊ
䔉,1,ㄌㄧˋ
䔋,1,ㄙㄨㄛ
䔖,1,ㄌㄥˊ
䔖,1,ㄌㄧㄥˊ
䔛,1,ㄍㄡˇ
䔛,1,ㄐㄧˊ
䔝,1,ㄓㄞ
䔮,1,ㄙ
䔳,1,ㄖㄢˊ
䔶,1,ㄊㄞˊ
䔶,1,ㄊㄧˊ
䔻,1,ㄉㄨㄟ
䔽,1,ㄞˋ
䔿,1,ㄗㄨㄣˇ
䕃,1,ㄧㄣˋ
䕑,1,ㄐㄩㄣˋ
䕑,1,ㄙㄨㄟ
䕒,1,ㄐㄧㄚ
䕕,1,ㄇㄢˊ
䕕,1,ㄇㄢˋ
䕕,1,ㄨㄢˋ
䕘,1,ㄌㄧㄥˊ
䕡,1,ㄌㄩˊ
䕢,1,ㄓㄚˇ
䕪,1,ㄓㄜˊ
䕭,1,ㄑㄧㄢˊ
䕸,1,ㄐㄧㄝ
䕸,1,ㄒㄧㄚˊ
䖅,1,ㄌㄧㄥˊ
䖚,1,ㄨ
䖦,1,ㄑㄩ
䖦,1,ㄓㄨㄛˊ
䖳,1,ㄓㄚˋ
䗊,1,ㄊㄢˋ
䗚,1,ㄅㄛˊ
䗩,1,ㄑㄧ
䗪,1,ㄓㄜˋ
䗿,1,ㄋㄧㄥˋ
䘃,1,ㄇㄛˋ
䘆,1,ㄧㄣˇ
䘏,1,ㄒㄩˋ
䘕,1,ㄏㄤˊ
䘗,1,ㄏㄨㄟ
䘥,1,ㄐㄧㄚˇ
䘼,1,ㄨㄢˇ
䙛,1,ㄍㄨㄣˇ
䙡,1,ㄎㄨㄟˋ
䙡,1,ㄏㄨㄟˋ
䙺,1,ㄌㄧㄢˊ
䚀,1,ㄔㄣˋ
䚡,1,ㄙㄞ
䚻,1,ㄧㄠˊ
䛏,1,ㄋㄧˇ
䛏,1,ㄋㄧˊ
䛐,1,ㄘˊ
䛟,1,ㄐㄧㄚˊ
䛵,1,ㄕㄡˋ
䛷,1,ㄨㄢˇ
䜑,1,ㄨˋ
䜓,1,ㄕㄜˋ
䜘,1,ㄐㄧㄥˇ
䜶,1,ㄒㄧㄤˊ
䝄,1,ㄕㄨㄤ
䝋,1,ㄗㄨㄥˋ
䝎,1,ㄊㄨㄢ
䝏,1,ㄌㄡˊ
䞘,1,ㄑㄧˋ
䞦,1,ㄏㄜˊ
䞶,1,ㄊㄧˋ
䟉,1,ㄓㄨˊ
䟕,1,ㄔㄚˋ
䟙,1,ㄑㄧㄝˋ
䟜,1,ㄋㄚˋ
䟞,1,ㄔㄨˊ
䟡,1,ㄉㄧˋ
䟭,1,ㄗㄨㄛˋ
䟴,1,ㄓㄣˋ
䟿,1,ㄌㄨˋ
䠀,1,ㄊㄤ
䠀,1,ㄊㄤˋ
䠈,1,ㄊㄨˊ
䠋,1,ㄅㄧˋ
䠡,1,ㄔㄚˊ
䠷,1,ㄊㄧㄠˇ
䡁,1,ㄌㄨㄥˇ
䡝,1,ㄩㄢ
䢛,1,ㄐㄩㄥˇ
䢭,1,ㄧㄢˋ
䢮,1,ㄌㄟˋ
䣐,1,ㄧㄥ
䣝,1,ㄊㄨˊ
䣭,1,ㄧㄡˊ
䣺,1,ㄐㄩㄢˋ
䤆,1,ㄍㄨㄟˇ
䤑,1,ㄨㄤˋ
䤝,1,ㄑㄩㄥˊ
䤞,1,ㄩㄣˇ
䤥,1,ㄍㄨㄟˇ
䤪,1,ㄉㄨㄛˇ
䤭,1,ㄕˋ
䤵,1,ㄆㄧ
䤵,1,ㄈㄟˋ
䤾,1,ㄊㄠ
䥅,1,ㄑㄧㄣˊ
䥑,1,ㄨㄢˇ
䥥,1,ㄌㄧㄢˊ
䥪,1,ㄒㄧㄢˇ
䥲,1,ㄡ
䥳,1,ㄧㄡ
䦟,1,ㄨㄣˇ
䦡,1,ㄏㄨㄢˊ
䦧,1,ㄉㄡˋ
䦧,1,ㄋㄧˊ
䦧,1,ㄒㄧˋ
䦧,1,ㄦˊ
䧟,1,ㄒㄧㄢˋ
䧟,1,ㄒㄩㄢˋ
䧥,1,ㄏㄨㄟˋ
䧧,1,ㄧˇ
䨏,1,ㄗ
䨝,1,ㄑㄧㄥ
䨤,1,ㄉㄧˊ
䨵,1,ㄉㄢˋ
䨶,1,ㄩㄣˇ
䩺,1,ㄨㄥ
䪖,1,ㄈㄨˋ
䪤,1,ㄈㄢˊ
䪮,1,ㄔㄡˇ
䪴,1,ㄉㄢˇ
䪴,1,ㄉㄢˋ
䪴,1,ㄓㄣˇ
䪸,1,ㄇㄧㄣˊ
䫌,1,ㄆㄧˇ
䫑,1,ㄧ
䫤,1,ㄇㄧㄥˊ
䫿,1,ㄔㄠ
䬐,1,ㄖㄨㄟˊ
䬙,1,ㄧㄠˊ
䬠,1,ㄈㄟ
䬫,1,ㄊㄧˊ
䬬,1,ㄧㄤˇ
䬷,1,ㄕㄜˇ
䭁,1,ㄓˋ
䭔,1,ㄉㄨㄟ
䭞,1,ㄧˋ
䭯,1,ㄅㄛˊ
䭰,1,ㄅㄥˇ
䭲,1,ㄧˇ
䭻,1,ㄈㄣ
䭾,1,ㄉㄨㄛˋ
䭾,1,ㄊㄨㄛˊ
䮎,1,ㄒㄧˋ
䮐,1,ㄐㄩㄥ
䮐,1,ㄐㄩㄥˇ
䮓,1,ㄓㄨㄛˊ
䮓,1,ㄔㄠˋ
䮖,1,ㄔㄤ
䮗,1,ㄢˋ
䮝,1,ㄏㄨㄣˊ
䮽,1,ㄅㄧㄠ
䮾,1,ㄆㄥˊ
䯀,1,ㄋㄧㄝˋ
䰄,1,ㄙ
䰎,1,ㄎㄨㄟˋ
䰲,1,ㄧㄚˋ
䰻,1,ㄩˊ
䰾,1,ㄅㄚ
䱀,1,ㄧㄤ
䱇,1,ㄕㄢˋ
䱗,1,ㄘㄢ
䱚,1,ㄌㄨˋ
䱛,1,ㄧˋ
䱤,1,ㄒㄧㄢˋ
䱭,1,ㄍㄥˋ
䱵,1,ㄨㄥ
䱷,1,ㄩˊ
䱻,1,ㄏㄨㄚˊ
䱽,1,ㄔㄤ
䲁,1,ㄨㄟˋ
䲂,1,ㄒㄩㄢˊ
䲅,1,ㄍㄨㄟ
